Location,Longitude,Latitude,OrderValue,NearestHub,Distance(meters),Route,Time
Punjab University - Point 28,76.7701238197554,30.7577792403523,495.28,B,1620.6288986576074,"(30.7561805,76.7722966);(30.7557823,76.7726176);(30.755364,76.7729549);(30.7546684,76.7718063);(30.7542486,76.7721426);(30.7539671,76.7716797);(30.7536363,76.7711357);(30.7520287,76.7728409);(30.7519403,76.7728155);(30.751641,76.7730002);(30.7514291,76.7726535);(30.7511537,76.772866);(30.7511062,76.7726033);(30.7509784,76.7723067);(30.7505285,76.7719262);(30.7497465,76.7714521);(30.748255,76.7698401);(30.7480866,76.769981);(30.7477236,76.7693736);(30.7474433,76.7689047);(30.7470416,76.7684186);(30.7460999,76.7692041);(30.746064,76.7694752)",06:37
Sector 35 Market - Point 29,76.7654635702264,30.720355581844,1385.7,D,3183.6576944079006,"(30.7201536,76.7656168);(30.7190961,76.7660641);(30.718241,76.7667824);(30.7170598,76.7678203);(30.7169976,76.767872);(30.7165212,76.7681794);(30.7152556,76.769283);(30.7149634,76.7687518);(30.7147108,76.7683256);(30.7143618,76.7677575);(30.7129085,76.766422);(30.7124099,76.7668359);(30.7118883,76.7672595);(30.7110499,76.7659364);(30.710752,76.7654661);(30.7104128,76.7649307);(30.7103659,76.764852);(30.7101626,76.7645105);(30.71,76.7642374);(30.7098035,76.7642271);(30.7096423,76.7642291);(30.7090716,76.7642204);(30.708476,76.764215);(30.7084485,76.7641402);(30.7077738,76.7641186);(30.7072594,76.7641164);(30.7061365,76.7640863);(30.7059592,76.7640884);(30.7052394,76.7628973);(30.7047744,76.7620674);(30.7047792,76.7617334);(30.7047892,76.7610332);(30.7047991,76.760333);(30.7048039,76.7599992);(30.7045412,76.7599915);(30.7041693,76.7603105);(30.7036442,76.7607395);(30.7035655,76.760805);(30.7026245,76.7592896);(30.7009333,76.756566);(30.7006339,76.7560853);(30.7005946,76.7560853);(30.7005443,76.7559632)",22:41
Punjab University - Point 30,76.7647224401756,30.7614935648105,1417.84,B,1622.5938079695388,"(30.7579166,76.7600171);(30.7578494,76.7600677);(30.7549022,76.7622986);(30.7527625,76.7638789);(30.7523425,76.764258);(30.7521691,76.7644916);(30.7521249,76.7647084);(30.7519508,76.7648595);(30.7517492,76.7648418);(30.7514503,76.7649657);(30.74901,76.7668637);(30.7470416,76.7684186);(30.7460999,76.7692041);(30.746064,76.7694752)",11:13
Elante Mall - Point 31,76.7964779555404,30.7028810935159,1266.23,A,4550.709269350491,"(30.7034219,76.7956698);(30.70389,76.7964146);(30.7047373,76.7977631);(30.7068849,76.7955248);(30.707142,76.7952849);(30.707268,76.7951745);(30.7073309,76.7952737);(30.7106098,76.8005672);(30.7110254,76.8008059);(30.7139327,76.7978783);(30.7161076,76.7955188);(30.7161457,76.79528);(30.7163383,76.7951188);(30.7165118,76.7951345);(30.7187776,76.7931009);(30.721706,76.7901763);(30.72173,76.7898918);(30.7218928,76.7897422);(30.7221403,76.7897715);(30.7246157,76.7876053);(30.727198,76.7851982);(30.7273664,76.7848887);(30.72742,76.7846228);(30.7275971,76.7844887);(30.7278147,76.7845296);(30.7279518,76.7847428);(30.7279152,76.7850141);(30.7277828,76.785152);(30.7275399,76.7851475);(30.7272863,76.7852337);(30.7246502,76.7876609);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",13:59
Sukhna Lake - Point 32,76.8177212014191,30.7361129951645,520.02,A,3749.437410696456,"(30.7367622,76.8167619);(30.7335247,76.8152678);(30.7357008,76.811961);(30.7336026,76.8087378);(30.7335527,76.8086597);(30.7313187,76.8051005);(30.7312976,76.8050668);(30.7312723,76.8050266);(30.7296696,76.8024706);(30.7294253,76.8020905);(30.7290647,76.8017149);(30.7289163,76.801686);(30.7287776,76.8015391);(30.7287818,76.8011886);(30.728633,76.8007824);(30.7258526,76.7963377);(30.725669,76.796044);(30.7256009,76.795935);(30.7256728,76.7958778);(30.7258622,76.7957165);(30.7262096,76.7955072);(30.7264588,76.7952254);(30.726662,76.7949097);(30.726695,76.794713);(30.7265519,76.7944516);(30.7262463,76.7939653);(30.7261533,76.7938135);(30.725967,76.7935092);(30.7256744,76.7930314);(30.7255074,76.7927589);(30.7249418,76.7920289);(30.724861,76.7918989);(30.7246233,76.7915162);(30.724595,76.7914706);(30.7242974,76.7905125);(30.7245477,76.7903042);(30.7249147,76.7899987);(30.7252708,76.7897022);(30.7248048,76.7889424);(30.7251674,76.7886398);(30.724728,76.7879258)",15:53
Sector 7 Market - Point 33,76.7958128236467,30.7444999623054,986.09,A,3302.218879125191,"(30.7446073,76.7958844);(30.7439773,76.7965271);(30.7439068,76.7965896);(30.7427933,76.7947982);(30.7413941,76.7959697);(30.7406395,76.7966015);(30.7402616,76.796918);(30.7395274,76.7975328);(30.7383543,76.7985151);(30.7381039,76.798718);(30.7369728,76.7996718);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",10:46
Elante Mall - Point 34,76.8025354082173,30.7077871896173,1333.55,A,4051.2659765868057,"(30.7074954,76.8021883);(30.708915,76.8007444);(30.7096352,76.8017732);(30.7101778,76.8012415);(30.71085,76.8023158);(30.7115536,76.8034409);(30.7120355,76.8042116);(30.7127062,76.8052841);(30.7133672,76.8063433);(30.7144813,76.8081174);(30.7146809,76.8079444);(30.7147633,76.807471);(30.7144984,76.8070422);(30.7144395,76.8069468);(30.7145599,76.8068496);(30.7147739,76.8066769);(30.7154088,76.8061642);(30.7161612,76.8054577);(30.7164198,76.8051391);(30.7166907,76.8046934);(30.7172473,76.8035694);(30.718428,76.8023678);(30.7187403,76.8022088);(30.7188184,76.8021619);(30.7195726,76.8017462);(30.7198014,76.8015761);(30.7200501,76.8013912);(30.7201215,76.8013382);(30.7203882,76.8011309);(30.7207244,76.8008697);(30.7216471,76.8000939);(30.7219656,76.7998262);(30.722233,76.799597);(30.7225509,76.7992653);(30.7236859,76.797646);(30.7240393,76.7973422);(30.7250929,76.796512);(30.7253953,76.7961464);(30.7256009,76.795935);(30.7256728,76.7958778);(30.7258622,76.7957165);(30.7262096,76.7955072);(30.7264588,76.7952254);(30.726662,76.7949097);(30.726695,76.794713);(30.7265519,76.7944516);(30.7262463,76.7939653);(30.7261533,76.7938135);(30.725967,76.7935092);(30.7256744,76.7930314);(30.7255074,76.7927589);(30.7249418,76.7920289);(30.724861,76.7918989);(30.7246233,76.7915162);(30.724595,76.7914706);(30.7242974,76.7905125);(30.7245477,76.7903042);(30.7249147,76.7899987);(30.7252708,76.7897022);(30.7248048,76.7889424);(30.7251674,76.7886398);(30.724728,76.7879258)",15:10
Elante Mall - Point 35,76.8013404906108,30.7100578020524,1604.29,A,3635.841388180547,"(30.7101778,76.8012415);(30.71085,76.8023158);(30.7115536,76.8034409);(30.7120355,76.8042116);(30.7127062,76.8052841);(30.7133672,76.8063433);(30.7144813,76.8081174);(30.7146809,76.8079444);(30.7147633,76.807471);(30.7144984,76.8070422);(30.7144395,76.8069468);(30.7145599,76.8068496);(30.7147739,76.8066769);(30.7154088,76.8061642);(30.7161612,76.8054577);(30.7164198,76.8051391);(30.7166907,76.8046934);(30.7172473,76.8035694);(30.718428,76.8023678);(30.7187403,76.8022088);(30.7188184,76.8021619);(30.7195726,76.8017462);(30.7198014,76.8015761);(30.7200501,76.8013912);(30.7201215,76.8013382);(30.7203882,76.8011309);(30.7207244,76.8008697);(30.7216471,76.8000939);(30.7219656,76.7998262);(30.722233,76.799597);(30.7225509,76.7992653);(30.7236859,76.797646);(30.7240393,76.7973422);(30.7250929,76.796512);(30.7253953,76.7961464);(30.7256009,76.795935);(30.7256728,76.7958778);(30.7258622,76.7957165);(30.7262096,76.7955072);(30.7264588,76.7952254);(30.726662,76.7949097);(30.726695,76.794713);(30.7265519,76.7944516);(30.7262463,76.7939653);(30.7261533,76.7938135);(30.725967,76.7935092);(30.7256744,76.7930314);(30.7255074,76.7927589);(30.7249418,76.7920289);(30.724861,76.7918989);(30.7246233,76.7915162);(30.724595,76.7914706);(30.7242974,76.7905125);(30.7245477,76.7903042);(30.7249147,76.7899987);(30.7252708,76.7897022);(30.7248048,76.7889424);(30.7251674,76.7886398);(30.724728,76.7879258)",14:33
Rock Garden - Point 36,76.8132218110392,30.7523838685649,428.09,A,5154.7376037924205,"(30.7530061,76.8150252);(30.7487408,76.8065702);(30.7471981,76.8078653);(30.7465435,76.8068025);(30.7457401,76.8059161);(30.7450684,76.8051674);(30.7446359,76.8045046);(30.7447476,76.8044114);(30.7443813,76.8038183);(30.7427272,76.8051452);(30.7421404,76.8042185);(30.7419256,76.8038793);(30.7418104,76.8036973);(30.7415867,76.8033439);(30.7415257,76.8032477);(30.7414071,76.8030604);(30.7411957,76.8027265);(30.7411276,76.8026189);(30.7398281,76.802985);(30.7393211,76.8034113);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",05:55
Punjab University - Point 37,76.7632451619514,30.7648079699692,1721.53,B,2163.4517864444547,"(30.7620181,76.7572951);(30.7579502,76.7599527);(30.7579166,76.7600171);(30.7578494,76.7600677);(30.7549022,76.7622986);(30.7527625,76.7638789);(30.7523425,76.764258);(30.7521691,76.7644916);(30.7521249,76.7647084);(30.7519508,76.7648595);(30.7517492,76.7648418);(30.7514503,76.7649657);(30.74901,76.7668637);(30.7470416,76.7684186);(30.7460999,76.7692041);(30.746064,76.7694752)",09:16
Sector 22 Market - Point 38,76.7852758129992,30.7404153901324,291.33,B,2398.6028641975545,"(30.7398684,76.7847422);(30.7395805,76.784268);(30.7426614,76.781706);(30.741578,76.7799727);(30.7415256,76.7798889);(30.7416184,76.779811);(30.7418686,76.779601);(30.7423763,76.7791748);(30.7400941,76.7752457);(30.7400468,76.7751665);(30.7398045,76.7747904);(30.7394825,76.7746678);(30.7393293,76.7743536);(30.7393684,76.7739751);(30.7398094,76.7737014);(30.7400258,76.7737737);(30.7405715,76.773525);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",01:38
Sector 35 Market - Point 39,76.7691992271018,30.7220291927412,1453.99,D,3476.380582877915,"(30.7214261,76.7687507);(30.7209236,76.7691541);(30.7201025,76.7698205);(30.7197926,76.7693185);(30.7190717,76.7681511);(30.7188066,76.7677218);(30.718241,76.7667824);(30.7170598,76.7678203);(30.7169976,76.767872);(30.7165212,76.7681794);(30.7152556,76.769283);(30.7149634,76.7687518);(30.7147108,76.7683256);(30.7143618,76.7677575);(30.7129085,76.766422);(30.7124099,76.7668359);(30.7118883,76.7672595);(30.7110499,76.7659364);(30.710752,76.7654661);(30.7104128,76.7649307);(30.7103659,76.764852);(30.7101626,76.7645105);(30.71,76.7642374);(30.7098035,76.7642271);(30.7096423,76.7642291);(30.7090716,76.7642204);(30.708476,76.764215);(30.7084485,76.7641402);(30.7077738,76.7641186);(30.7072594,76.7641164);(30.7061365,76.7640863);(30.7059592,76.7640884);(30.7052394,76.7628973);(30.7047744,76.7620674);(30.7047792,76.7617334);(30.7047892,76.7610332);(30.7047991,76.760333);(30.7048039,76.7599992);(30.7045412,76.7599915);(30.7041693,76.7603105);(30.7036442,76.7607395);(30.7035655,76.760805);(30.7026245,76.7592896);(30.7009333,76.756566);(30.7006339,76.7560853);(30.7005946,76.7560853);(30.7005443,76.7559632)",01:22
Sector 7 Market - Point 40,76.7959864778772,30.7372369780515,393.39,A,2240.3648683592137,"(30.7362585,76.7965645);(30.7357834,76.7969921);(30.7357326,76.7969105);(30.735883,76.795304);(30.7356524,76.7955088);(30.735366,76.7955576);(30.7352573,76.7956537);(30.7349949,76.7960226);(30.7349288,76.7963411);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",13:04
Sector 7 Market - Point 41,76.7942785715678,30.7373197367203,705.51,A,2180.553840673976,"(30.7373412,76.7946192);(30.7367999,76.7944902);(30.735883,76.795304);(30.7356524,76.7955088);(30.735366,76.7955576);(30.7352573,76.7956537);(30.7349949,76.7960226);(30.7349288,76.7963411);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",03:17
Sector 17 Plaza - Point 42,76.7870681463662,30.7434712547444,509.78,B,2487.7912659141625,"(30.7435371,76.7869585);(30.7451113,76.7856257);(30.7445711,76.7847615);(30.7445421,76.7847151);(30.7446237,76.7846263);(30.7447292,76.7845571);(30.7453728,76.7840134);(30.7435408,76.7810488);(30.7432008,76.7805065);(30.7432014,76.7802209);(30.7429976,76.7798944);(30.7430744,76.7798302);(30.74563,76.7776949);(30.7434742,76.7731898);(30.7432818,76.7722529);(30.7435977,76.7719896);(30.7434708,76.7717956);(30.7431792,76.7715491);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",20:15
Sukhna Lake - Point 43,76.8202256109839,30.7393043706748,659.79,A,3749.437410696456,"(30.7367622,76.8167619);(30.7335247,76.8152678);(30.7357008,76.811961);(30.7336026,76.8087378);(30.7335527,76.8086597);(30.7313187,76.8051005);(30.7312976,76.8050668);(30.7312723,76.8050266);(30.7296696,76.8024706);(30.7294253,76.8020905);(30.7290647,76.8017149);(30.7289163,76.801686);(30.7287776,76.8015391);(30.7287818,76.8011886);(30.728633,76.8007824);(30.7258526,76.7963377);(30.725669,76.796044);(30.7256009,76.795935);(30.7256728,76.7958778);(30.7258622,76.7957165);(30.7262096,76.7955072);(30.7264588,76.7952254);(30.726662,76.7949097);(30.726695,76.794713);(30.7265519,76.7944516);(30.7262463,76.7939653);(30.7261533,76.7938135);(30.725967,76.7935092);(30.7256744,76.7930314);(30.7255074,76.7927589);(30.7249418,76.7920289);(30.724861,76.7918989);(30.7246233,76.7915162);(30.724595,76.7914706);(30.7242974,76.7905125);(30.7245477,76.7903042);(30.7249147,76.7899987);(30.7252708,76.7897022);(30.7248048,76.7889424);(30.7251674,76.7886398);(30.724728,76.7879258)",02:09
Sector 22 Market - Point 44,76.779340739724,30.7370465921126,1613.04,A,2422.2662200101145,"(30.7364756,76.7799554);(30.7380554,76.7786324);(30.7369658,76.7769149);(30.7340367,76.7792024);(30.7339761,76.7792541);(30.7337223,76.7796775);(30.7336776,76.7798941);(30.7335037,76.7800449);(30.7333023,76.7800275);(30.7328761,76.780236);(30.7305387,76.7823174);(30.7281799,76.7844027);(30.7279518,76.7847428);(30.7279152,76.7850141);(30.7277828,76.785152);(30.7275399,76.7851475);(30.7272863,76.7852337);(30.7246502,76.7876609);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",18:10
Rose Garden - Point 45,76.7848241270197,30.7521614080938,1699.53,B,2899.0076000948343,"(30.7503012,76.7842948);(30.7498988,76.783277);(30.7495226,76.7833856);(30.7491166,76.7837175);(30.7475607,76.784991);(30.7471365,76.7855948);(30.7471161,76.7858029);(30.7466912,76.7861854);(30.7465261,76.786161);(30.7462063,76.7857524);(30.7462553,76.7853716);(30.746015,76.7847296);(30.7432014,76.7802209);(30.7429976,76.7798944);(30.7430744,76.7798302);(30.74563,76.7776949);(30.7434742,76.7731898);(30.7432818,76.7722529);(30.7435977,76.7719896);(30.7434708,76.7717956);(30.7431792,76.7715491);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",01:17
Sector 35 Market - Point 46,76.7686120624472,30.7226541728292,1734.51,A,3476.6733920467905,"(30.7229503,76.7686411);(30.7233685,76.769329);(30.7238403,76.7689397);(30.7245786,76.7683306);(30.7250902,76.7691393);(30.7254313,76.7690734);(30.7256215,76.7689063);(30.7259177,76.7684229);(30.7259693,76.768101);(30.7262411,76.7678641);(30.7266307,76.7679823);(30.7267563,76.7682305);(30.726707,76.7686049);(30.7268332,76.7690605);(30.7270458,76.7694035);(30.7294952,76.7733693);(30.7296354,76.7735933);(30.7298891,76.7739987);(30.7299352,76.7740691);(30.7298548,76.7741406);(30.7296308,76.7743297);(30.7285198,76.7752677);(30.728325,76.7754268);(30.7257839,76.7778194);(30.7253551,76.7784737);(30.7244461,76.7792373);(30.7244259,76.7792543);(30.724419,76.7795187);(30.7272292,76.7840489);(30.7275971,76.7844887);(30.7278147,76.7845296);(30.7279518,76.7847428);(30.7279152,76.7850141);(30.7277828,76.785152);(30.7275399,76.7851475);(30.7272863,76.7852337);(30.7246502,76.7876609);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",16:43
Elante Mall - Point 47,76.8024161250153,30.7092048931436,1821.24,A,3714.7341668437,"(30.7096352,76.8017732);(30.7101778,76.8012415);(30.71085,76.8023158);(30.7115536,76.8034409);(30.7120355,76.8042116);(30.7127062,76.8052841);(30.7133672,76.8063433);(30.7144813,76.8081174);(30.7146809,76.8079444);(30.7147633,76.807471);(30.7144984,76.8070422);(30.7144395,76.8069468);(30.7145599,76.8068496);(30.7147739,76.8066769);(30.7154088,76.8061642);(30.7161612,76.8054577);(30.7164198,76.8051391);(30.7166907,76.8046934);(30.7172473,76.8035694);(30.718428,76.8023678);(30.7187403,76.8022088);(30.7188184,76.8021619);(30.7195726,76.8017462);(30.7198014,76.8015761);(30.7200501,76.8013912);(30.7201215,76.8013382);(30.7203882,76.8011309);(30.7207244,76.8008697);(30.7216471,76.8000939);(30.7219656,76.7998262);(30.722233,76.799597);(30.7225509,76.7992653);(30.7236859,76.797646);(30.7240393,76.7973422);(30.7250929,76.796512);(30.7253953,76.7961464);(30.7256009,76.795935);(30.7256728,76.7958778);(30.7258622,76.7957165);(30.7262096,76.7955072);(30.7264588,76.7952254);(30.726662,76.7949097);(30.726695,76.794713);(30.7265519,76.7944516);(30.7262463,76.7939653);(30.7261533,76.7938135);(30.725967,76.7935092);(30.7256744,76.7930314);(30.7255074,76.7927589);(30.7249418,76.7920289);(30.724861,76.7918989);(30.7246233,76.7915162);(30.724595,76.7914706);(30.7242974,76.7905125);(30.7245477,76.7903042);(30.7249147,76.7899987);(30.7252708,76.7897022);(30.7248048,76.7889424);(30.7251674,76.7886398);(30.724728,76.7879258)",17:52
Sukhna Lake - Point 48,76.8232362988329,30.7410485057695,1207.29,A,5688.82310593589,"(30.7460301,76.8220925);(30.7476807,76.8217438);(30.7484691,76.819936);(30.7490446,76.814213);(30.7489473,76.8123292);(30.74868,76.8112063);(30.7471981,76.8078653);(30.7465435,76.8068025);(30.7457401,76.8059161);(30.7450684,76.8051674);(30.7446359,76.8045046);(30.7447476,76.8044114);(30.7443813,76.8038183);(30.7427272,76.8051452);(30.7421404,76.8042185);(30.7419256,76.8038793);(30.7418104,76.8036973);(30.7415867,76.8033439);(30.7415257,76.8032477);(30.7414071,76.8030604);(30.7411957,76.8027265);(30.7411276,76.8026189);(30.7398281,76.802985);(30.7393211,76.8034113);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",22:12
Rose Garden - Point 49,76.793773152565,30.7579136775239,1454.44,B,3289.254084557914,"(30.7583066,76.7940607);(30.7573378,76.7938716);(30.7598073,76.7918157);(30.7597976,76.7916486);(30.757682,76.7882162);(30.7570335,76.7871776);(30.7568558,76.786893);(30.7568168,76.7868306);(30.756621,76.786517);(30.7563611,76.786104);(30.7563187,76.7860363);(30.7532533,76.7811236);(30.7530485,76.7808556);(30.7527605,76.7808144);(30.7526535,76.7806456);(30.7526802,76.7803535);(30.7525147,76.7799664);(30.749624,76.7753976);(30.7495713,76.7753161);(30.7490066,76.7743754);(30.7489297,76.7742528);(30.7458903,76.7696263);(30.7456649,76.7695953);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",09:58
Sukhna Lake - Point 50,76.8209009343514,30.7426797970313,997.45,A,5688.82310593589,"(30.7460301,76.8220925);(30.7476807,76.8217438);(30.7484691,76.819936);(30.7490446,76.814213);(30.7489473,76.8123292);(30.74868,76.8112063);(30.7471981,76.8078653);(30.7465435,76.8068025);(30.7457401,76.8059161);(30.7450684,76.8051674);(30.7446359,76.8045046);(30.7447476,76.8044114);(30.7443813,76.8038183);(30.7427272,76.8051452);(30.7421404,76.8042185);(30.7419256,76.8038793);(30.7418104,76.8036973);(30.7415867,76.8033439);(30.7415257,76.8032477);(30.7414071,76.8030604);(30.7411957,76.8027265);(30.7411276,76.8026189);(30.7398281,76.802985);(30.7393211,76.8034113);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",18:19
Sector 35 Market - Point 51,76.767733501667,30.7234756035699,1183.73,A,3390.868217487685,"(30.7235832,76.7681466);(30.7241498,76.7676527);(30.7245786,76.7683306);(30.7250902,76.7691393);(30.7254313,76.7690734);(30.7256215,76.7689063);(30.7259177,76.7684229);(30.7259693,76.768101);(30.7262411,76.7678641);(30.7266307,76.7679823);(30.7267563,76.7682305);(30.726707,76.7686049);(30.7268332,76.7690605);(30.7270458,76.7694035);(30.7294952,76.7733693);(30.7296354,76.7735933);(30.7298891,76.7739987);(30.7299352,76.7740691);(30.7298548,76.7741406);(30.7296308,76.7743297);(30.7285198,76.7752677);(30.728325,76.7754268);(30.7257839,76.7778194);(30.7253551,76.7784737);(30.7244461,76.7792373);(30.7244259,76.7792543);(30.724419,76.7795187);(30.7272292,76.7840489);(30.7275971,76.7844887);(30.7278147,76.7845296);(30.7279518,76.7847428);(30.7279152,76.7850141);(30.7277828,76.785152);(30.7275399,76.7851475);(30.7272863,76.7852337);(30.7246502,76.7876609);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",17:30
Punjab University - Point 52,76.7660455824625,30.7561756497244,1845.61,B,1156.8659654354387,"(30.7536242,76.7680761);(30.7533495,76.7676411);(30.7531622,76.7673443);(30.7528904,76.766914);(30.7524652,76.7672586);(30.7520334,76.7676083);(30.7516608,76.7670005);(30.7512615,76.7673328);(30.7499402,76.7684336);(30.7494906,76.7688089);(30.7491144,76.7681984);(30.7488403,76.7677536);(30.7474433,76.7689047);(30.7470416,76.7684186);(30.7460999,76.7692041);(30.746064,76.7694752)",19:20
Rock Garden - Point 53,76.8065197892228,30.750224675634,1460.73,A,4259.611342566976,"(30.7496889,76.8057777);(30.7478566,76.8028112);(30.7475054,76.8024267);(30.7473267,76.80239);(30.7468541,76.8026625);(30.7447476,76.8044114);(30.7443813,76.8038183);(30.7427272,76.8051452);(30.7421404,76.8042185);(30.7419256,76.8038793);(30.7418104,76.8036973);(30.7415867,76.8033439);(30.7415257,76.8032477);(30.7414071,76.8030604);(30.7411957,76.8027265);(30.7411276,76.8026189);(30.7398281,76.802985);(30.7393211,76.8034113);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",05:36
