Location,Latitude,Longitude,NearestHub,Distance(meters),Route(nodes)
Sukhna Lake - Point 50,30.7426797970313,76.8209009343514,B,6843.989889880394,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431063461, 1431041637, 10069816469, 10069816468, 10069816463, 10069816462, 10069816461, 10069816460, 1431039862, 4833880519, 4833880520, 1430553200, 1430553261, 1430553265, 1430553316, 9184721702, 10277365873, 1430553418, 1430574944, 11865689668, 1430553697, 1430553713, 1430553739, 1430553738, 1430553755, 1430553787, 1430553779, 4832705624, 1430553670, 1691768502, 1430553776, 1430553778, 9631949081, 9631949093, 9631949105]"
Sector 35 Market - Point 51,30.7234756035699,76.767733501667,D,3645.896105941586,"[1428104566, 1425481090, 1428104568, 3896472388, 10058001303, 1428104610, 1428119692, 1428119695, 4830855723, 4832032005, 4830855724, 11276609746, 4832031798, 9186833570, 1428104785, 1428104792, 1428104809, 1428104810, 1428104831, 1428104841, 1428104860, 1428104864, 1428280132, 1428280147, 1428280176, 1428280200, 1428280222, 1428280293, 1428280307, 1428280323, 1428280337, 1428280369, 11722018569, 10669300900, 1428312070, 10669347315, 1428312089, 1428312124, 1428312223, 1428312231, 11068294063, 3842171124, 1428312416, 9700395940, 4833890265]"
Punjab University - Point 52,30.7561756497244,76.7660455824625,B,1676.4325522599495,"[1428425984, 1431135604, 1431135606, 11843725409, 11843725405, 1431218833, 1431218888, 5524165793, 1431219137, 1431219259, 1431219180, 1431219147, 1431219033, 1431219087, 1431219148]"
Rock Garden - Point 53,30.750224675634,76.8065197892228,A,4256.627059543417,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 1429434800, 1429434811, 1430553121, 1429434927, 1429419107, 1429419171, 1429419216, 1430553482, 1430553495, 1430553552, 1430553621, 1430553670, 4832705624, 1430553779, 1430553787]"
Sector 7 Market - Point 54,30.738308142304,76.7988674817998,A,2379.3478911243647,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 4833812927]"
Sector 22 Market - Point 55,30.7398028687019,76.7855637041897,A,2505.469416480078,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 1429418652, 10246163214, 1429418875, 10246163223, 1430552796, 1430552801, 6324548956, 10246163212, 1430552955, 11840580567, 1430552965, 1430552981, 1430552996, 1430553010, 11865970502, 11865970505, 1430553015, 1430553016, 1431039207, 4834417222, 1431039243, 1431039259, 4834417228, 1431039530, 1431039905, 1431040061]"
Sector 26 Food Court - Point 56,30.7411050304486,76.8026464355129,B,4532.221850640393,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431063461, 1431041637, 10069816469, 10069816468, 10069816463, 10069816462, 10069816461, 10069816460, 1431039862, 4833880519, 4833880520, 1430553200, 1430553261, 1430553265, 1430553316, 9184721702, 10277365873, 1430553418, 1430553413, 1430553328, 1430553273, 1430553324, 1430553292, 1430553244, 1430553337, 9184728242, 9184728239, 9184728243, 1430553306, 4833812925]"
Sector 22 Market - Point 57,30.7393985576528,76.7835961623989,B,2117.122817475844,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431041344, 1431039905]"
Rose Garden - Point 58,30.7564658522368,76.7915028207615,B,2733.3161909255828,"[1428425984, 1431135604, 1431135606, 11843725409, 1431218745, 1431218746, 11843725404, 1431135646, 1431072871, 1431072893, 1431072904, 1431072898, 1431135648, 1431220098, 1431220145, 1431220155, 1431220221, 12005616288, 12005616289, 1431157462, 1431157431, 1431157425, 1431157403, 1431157499, 1431157539, 1431157384, 1431157411]"
Sector 26 Food Court - Point 59,30.7409299483693,76.8080876974619,A,3271.652219174037,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 1429434800, 1429434811, 1430553121, 1429434927, 1429419107, 1429419171, 1429419199, 1429419195, 1429419118, 1429419098, 1429419077]"
Punjab University - Point 60,30.763550202245,76.7634676490053,B,2304.7432611478143,"[1428425984, 1428425968, 1428425952, 1428425934, 1428425941, 1428425957, 1428425975, 1428431963, 1428432022, 6876654218, 1428426036, 1428426040, 1428426058, 1428426082, 11891042750, 10598319023, 10598319022, 10598319021, 10598319020, 10598319025, 1428426203]"
Elante Mall - Point 61,30.7020667792312,76.796934253332,D,5330.5413046122585,"[1428104566, 1425481090, 1428104568, 3896472388, 3896472383, 3896472381, 10058001297, 6324516528, 6324516535, 6324797297, 11400843967, 1428119365, 1428119373, 1428119381, 1428119379, 1428119535, 1428119552, 1428119566, 1428119564, 10003353131, 1428213703, 1428213725, 10003353134, 1428254819, 1428213811, 1428213816, 1428213830, 1428213824, 1428213814, 1428213812, 1429141354, 1428213632, 11868091095, 1429260187, 1428213590, 1428213586, 1428213549, 1428213532, 1429260140, 1428213471, 1429336683, 1429336720, 1429336727, 1429336749, 1429336692]"
Sector 7 Market - Point 62,30.7405996364248,76.8000835503713,A,3000.3385250622123,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 4833812927, 4832734290, 4832734292, 1430553057, 1430553111, 9184728244, 1430553222, 9184728245]"
Sector 17 Plaza - Point 63,30.7427654155538,76.7849758424365,B,1963.8244238602986,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431063461, 1431063458, 11066677786, 1431063415, 1431063441]"
Sector 7 Market - Point 64,30.7426147872582,76.7957254051673,A,3131.442565162508,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 4833812927, 1430553070, 1430553144, 1430553224, 1430553273, 1430553324, 10307985250, 1430553359, 1430553390, 1430553423, 10307985258, 1430553407]"
Sector 35 Market - Point 65,30.7230613158316,76.7669049740903,B,3739.4830696237523,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425884, 1429027953, 1429027929, 1429027870, 1429027724, 1429027710, 1429027701, 1429027672, 1429027629, 1429027575, 1429027308, 9184582831, 1429027212, 1429027155, 1429026900, 1429026886, 6329966014, 1429026772, 1429026748, 1429026732, 10199117045, 1428391535, 1428391179, 1429078305, 1429078120, 1428312569, 11840890109, 11840890105, 11840890096, 11840890106, 11840890101, 11840890086, 1428312464, 1428312454, 1428312445, 1428312438, 4833890260, 4833890265, 9700395940, 1428312416]"
Sector 35 Market - Point 66,30.7216918779719,76.7667439694435,B,3808.9147632532586,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425884, 1429027953, 1429027929, 1429027870, 1429027724, 1429027710, 1429027701, 1429027672, 1429027629, 1429027575, 1429027308, 9184582831, 1429027212, 1429027155, 1429026900, 1429026886, 6329966014, 1429026772, 1429026748, 1429026732, 10199117045, 1428391535, 1428391179, 1429078305, 1429078120, 1428312569, 11840890109, 11840890105, 11840890096, 11840890106, 11840890101, 11840890086, 1428312464, 1428312454, 1428312445, 1428312438, 1428312388, 1428312367]"
Sukhna Lake - Point 67,30.7367213699527,76.8208182468542,A,4418.305119910176,"[1429417889, 1429417907, 1429417892, 1429417914, 1429417897, 1429417883, 1429417879, 1429417887, 1429417888, 1429417896, 1429417899, 1429417933, 1429417951, 1429417962, 1429417973, 1429417979, 1429417996, 1429418011, 1429418031, 1429418035, 1429418041, 1429418027, 1429418013, 1429417995, 11847130094, 10244425966, 11847130096, 1429418182, 1429381137, 1429381150, 1429381179, 1429381171, 1429418258, 4830855506, 1429434259, 1429434260, 1429381260, 1429381261, 1429381283, 1429381255, 1429434755, 1877320808]"
Elante Mall - Point 68,30.7032399223896,76.8001614992998,D,5593.6039902049115,"[1428104566, 1425481090, 1428104568, 3896472388, 3896472383, 3896472381, 10058001297, 6324516528, 6324516535, 6324797297, 11400843967, 1428119365, 1428119373, 1428119381, 1428119379, 1428119535, 1428119552, 1428119566, 1428119564, 10003353131, 1428213703, 1428213725, 10003353134, 1428254819, 1428213811, 1428213816, 1428213830, 1428213824, 1428213814, 1428213812, 1429141354, 1428213632, 11868091095, 1429260187, 1428213590, 1428213586, 1428213549, 1428213532, 1429260140, 1428213471, 1429336683, 1429336720, 1429336727, 1429336749, 1429336692, 1429336710, 1429336740]"
Elante Mall - Point 69,30.7093450024018,76.7968529443884,D,5173.81250317579,"[1428104566, 1425481090, 1428104568, 3896472388, 3896472383, 3896472381, 10058001297, 6324516528, 6324516535, 6324797297, 11400843967, 1428119365, 1428119373, 1428119381, 1428119379, 1428119535, 1428119552, 1428119566, 1428119564, 10003353131, 1428213703, 1428213725, 10003353134, 1428254819, 1428213811, 1428213816, 1428213830, 1428213824, 1428213814, 1428213812, 1429141354, 6324514836, 1429260367, 1429260340, 1429260362, 1429260339, 1429260319, 1429260333, 1429260377, 1429260388, 1429260389, 1429260422, 1429260438, 1429260391, 1429260425, 11846352550, 11846380453, 11846391766, 11846387919, 1429260620, 11846388472, 11846390383, 1429260734, 1429260765, 1429260796, 1429260743, 1429260637, 1429260646, 1429260490]"
Sector 22 Market - Point 70,30.7411164660408,76.7855815086056,B,2346.333799648446,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431041344, 1431039905, 1431040061, 11095269800]"
Sector 17 Plaza - Point 71,30.7449386756768,76.7855452195581,B,2158.6492847056875,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431063461, 1431041637, 10069816469, 1431063490, 1431063489]"
Sector 7 Market - Point 72,30.741247001076,76.7972469532557,A,2876.593812031289,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 4833812927, 1430553070, 1430553144, 1430553224, 1430553273, 1430553324, 10307985250]"
Sector 17 Plaza - Point 73,30.7436280028981,76.7860257376328,D,7613.734714317371,"[1428104566, 1425481090, 1428104568, 3896472388, 10058001303, 1428104610, 1428119692, 1428119695, 4830855723, 4832032005, 4830855724, 11276609746, 4832031798, 9186833570, 1428104785, 1428104792, 1428104809, 1428104810, 1428104831, 1428104841, 1428104860, 1428104864, 1428280132, 1428280147, 1428280176, 1428280200, 1428280222, 1428280293, 1428280307, 1428280323, 1428280337, 1428280369, 11722018569, 10669300900, 1428280415, 1428280459, 1428280490, 1428280499, 1428280517, 1428443415, 1428443421, 1429141652, 1429141654, 10584112883, 1429141665, 1429141671, 1429141680, 1429141697, 10653480128, 1429141850, 1429141888, 1429141912, 1429141906, 11865683560, 1429418585, 1429418652, 10246163214, 1429418875, 10246163223, 1430552796, 1430552801, 6324548956, 10246163212, 1430552955, 11840580567, 1430552965, 1430552981, 1430552996, 1430553010, 11865970502, 11865970505, 11865970504, 1430553039, 11721812173, 11721812172, 1431039862, 10069816460, 1431040166, 1431040213, 1431041628, 1431041637, 10069816469, 1431063490, 1431063489, 1431063465]"
Punjab University - Point 74,30.7560109202828,76.7639174235595,B,1370.4042323689862,"[1428425984, 1428425968, 1428425952, 1428425934, 1428425941, 1428425957, 1428425975, 1428431963, 1428432022, 6876654218, 1428426036, 1428426040, 1428426058, 1428426082, 11891042750, 10598319023, 1428426143]"
Sector 7 Market - Point 75,30.7370355766648,76.8004406918599,A,2319.1296385135383,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 1429434800, 1429434811, 1429434797, 11704433746]"
Rock Garden - Point 76,30.7478121345589,76.8129058665862,A,4387.728090789897,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 1429434800, 1429434811, 1430553121, 1429434927, 1429419107, 1429419171, 1429419216, 1430553482, 1430553495, 1430553552, 1430553621, 1430553670, 1691768502, 1430553776]"
Sector 26 Food Court - Point 77,30.740970943832,76.8049801666497,A,3198.395321532265,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 1429434800, 1429434811, 1430553121, 4833812705, 4833812925, 9184728229, 1430553331, 1430553336, 1430553342, 1430553291, 4833812674]"
Sector 7 Market - Point 78,30.7429361643157,76.8012397091331,A,3203.2167625371508,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 1429434800, 1429434811, 1430553121, 4833812705, 6329901726, 1430553306, 9184728243, 9184728233, 9184728232]"
Punjab University - Point 79,30.7596220865753,76.7693223012031,B,1709.43030624001,"[1428425984, 1431135604, 1431135606, 11843725409, 11843725405, 1431218833, 1431218888, 5524165793, 1431219137, 1431219149, 1431219271, 1431219394, 1431219588, 1431219807, 1431219908, 1431220099]"
Rose Garden - Point 80,30.7535896719783,76.7883976223963,C,7922.148016764915,"[4125342879, 6536674732, 4125342877, 10088353778, 10088353792, 10088353807, 10088353806, 1425545768, 1425545775, 1425545791, 4843071521, 1426239298, 1426239323, 1426239344, 1426239327, 1426239710, 1426239780, 1426239824, 1426239792, 1428392013, 1428392049, 1428392056, 1428392085, 9700374096, 9700374112, 1428392442, 1428392461, 1428392501, 1428392534, 1429027970, 1428431845, 1428425957, 1428425975, 1428425988, 1428425984, 1431135604, 1431135606, 11843725409, 1431218745, 1431218746, 11843725404, 1431135646, 1431072871, 1431072893, 1431072904, 1431072898, 1431072884, 1431072860, 1431135643, 1431135638, 1431135636, 1431156145, 1431156187, 6241143531, 1431156691, 1431156754, 1431156859, 1431156902]"
Sector 26 Food Court - Point 81,30.7387881285182,76.807615625034,B,5164.639277050869,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431063461, 1431041637, 10069816469, 10069816468, 10069816463, 10069816462, 10069816461, 10069816460, 1431039862, 4833880519, 4833880520, 1430553200, 1430553261, 1430553265, 1430553248, 1430553190, 1430553163, 1430553154, 1430553050, 9184721694, 1430553020, 1430552995, 1430552975, 4833820106, 1429419069, 4833880542, 1430553029, 1429434800, 1429434811, 1430553121, 1429434927, 1429434925, 1429434921, 1429434913, 1429434882, 1429434881, 1429434904, 4832646466, 4832646463]"
Sector 22 Market - Point 82,30.7367202511749,76.7842856737456,C,7694.15273828581,"[4125342879, 6536674732, 4125342877, 10088353778, 10088353792, 10088353807, 10088353806, 1425545768, 1425545775, 1425545791, 4843071521, 1426239298, 1426239323, 1426239344, 1426239327, 1426239710, 1426239780, 1426239824, 1426239792, 1428392013, 1428392049, 1428392056, 1428392085, 9700374096, 9700374112, 1428392442, 1428392461, 1428392501, 1428392534, 1428392487, 1428392438, 1429026754, 1428391630, 1428391582, 1429026748, 1429078920, 11865426641, 1428425858, 1428425861, 1428425872, 1428425869, 1428425854, 1428425843, 11865425560, 1431039742, 1431039681, 1431040084, 1431040040, 9184582837, 1431039839, 1431040058, 1431040130, 1431040221, 1431040090, 1431039997, 9700416959, 9700416960, 6241244433, 6241132109, 1431039287, 6474611249, 1431039180, 1431039259, 1431039243, 4834417222, 1431039207]"
Punjab University - Point 83,30.7609997530981,76.7693582275614,A,5742.21671823118,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 1429418652, 10246163214, 1429418875, 10246163223, 1430552796, 1430552801, 6324548956, 10246163212, 1430552955, 11840580567, 1430552965, 1430552981, 1430552996, 1430553010, 11865970502, 11865970505, 11865970504, 1430553039, 11721812173, 4833880520, 1430553200, 1431040215, 1430553315, 1431040643, 1430553574, 1430553592, 1430553598, 1430553625, 1430553649, 1431135619, 1431135637, 1431135641, 1431072845, 1431072850, 1431072871, 1431072893, 1431135649, 1431219153, 1431220527, 11890933895, 1431072917, 1431072923, 1431072939, 1431072960, 1431072983, 10097303755, 1431998379, 1431998397]"
Sector 35 Market - Point 84,30.7189382325252,76.7711158545717,D,2915.314765314409,"[1428104566, 1425481090, 1428104568, 3896472388, 10058001303, 1428104610, 1428119692, 1428119695, 4830855723, 4832032005, 4830855724, 11276609746, 4832031798, 9186833570, 1428104785, 1428104792, 1428104809, 1428104810, 1428104831, 1428104841, 1428104860, 1428104864, 1428280132, 1428280147, 1428280176, 1428280200, 1428280222, 1428280293, 1428280307, 1428280323, 1428280337, 1428280348, 1428280356, 1428280366, 1428280370, 1428280393, 1428280412, 10703216881, 1428280421, 1428280429, 1428280433, 1428280436]"
Punjab University - Point 85,30.7646610912308,76.7633920739951,B,2304.7432611478143,"[1428425984, 1428425968, 1428425952, 1428425934, 1428425941, 1428425957, 1428425975, 1428431963, 1428432022, 6876654218, 1428426036, 1428426040, 1428426058, 1428426082, 11891042750, 10598319023, 10598319022, 10598319021, 10598319020, 10598319025, 1428426203]"
Rock Garden - Point 86,30.7531901143203,76.8083376759712,B,4769.61260517692,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1431135418, 1431135422, 12096706402, 1431135419, 1431135484, 1431135406, 1430553625, 1430553649, 1430553663, 1430553661, 1431156150, 1430575450, 1430575448, 1430575405, 12375719378, 12375719376, 6324536833, 1687021505, 1687021531, 4832705679, 4832705682, 1431105289, 1430575485, 1430553791, 1430575566]"
Rose Garden - Point 87,30.7593864056166,76.7902126768311,B,2561.1232785145667,"[1428425984, 1431135604, 1431135606, 11843725409, 1431218745, 1431218746, 11843725404, 1431135646, 1431072871, 1431072893, 1431072904, 1431072898, 1431135648, 1431220098, 1431220224, 1431220258, 1431220345, 1431220442, 1431220538, 1431220673]"
Sector 17 Plaza - Point 88,30.7448837705041,76.7829327916204,B,2139.207388721014,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431063461, 1431041637, 10069816470, 1431041667]"
Sector 17 Plaza - Point 89,30.7443264822913,76.7851515784797,B,2056.877587961083,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431063461, 1431041637, 10069816469, 10069816468]"
Rock Garden - Point 90,30.755118781892,76.814629395133,B,6269.164983691473,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431063461, 1431041637, 10069816469, 10069816468, 10069816463, 10069816462, 10069816461, 10069816460, 1431039862, 4833880519, 4833880520, 1430553200, 1430553261, 1430553265, 1430553316, 9184721702, 10277365873, 1430553418, 1430574944, 11865689668, 1430553697, 1430553713, 1430553739, 1430553738, 1430553755, 1430553787, 1430553779, 4832705624, 1431105222, 5998535498, 9184582904, 9184582905, 5998535515]"
Sector 17 Plaza - Point 91,30.7422897992942,76.7803735137133,C,6903.112142854048,"[4125342879, 6536674732, 4125342877, 10088353778, 10088353792, 10088353807, 10088353806, 1425545768, 1425545775, 1425545791, 4843071521, 1426239298, 1426239323, 1426239344, 1426239327, 1426239710, 1426239780, 1426239824, 1426239792, 1428392013, 1428392049, 1428392056, 1428392085, 9700374096, 9700374112, 1428392442, 1428392461, 1428392501, 1428392534, 1428392487, 1428392438, 1429026754, 1428391630, 1428391582, 1429026748, 1429078920, 11865426641, 1428425858, 1428425861, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913]"
Sector 22 Market - Point 92,30.7339952054926,76.7834512805904,A,2109.507673046551,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 1429418652, 10246163214, 1429418875, 10246163223, 1430552796, 1430552801, 6324548956, 10246163212, 1430552955, 11840580567, 1430552965, 1430552963, 1430552957, 1430552927, 1430552891]"
Sector 7 Market - Point 93,30.7431857061599,76.8013137625368,D,7438.730903115989,"[1428104566, 1425481090, 1428104568, 3896472388, 10058001303, 1428104610, 1428119692, 1428119695, 4830855723, 4832032005, 4830855724, 11276609746, 4832031798, 9186833570, 1428104785, 1428104792, 1428104809, 1428104810, 1428104831, 1428104841, 1428104860, 1428104864, 1428280132, 1428280147, 1428280176, 1428280200, 1428280222, 1428280293, 1428280307, 1428280323, 1428280337, 1428280369, 11722018569, 10669300900, 1428280415, 1428280459, 1428280490, 1428280499, 1428280517, 1428443415, 1428443421, 1429141652, 1429141654, 10584112883, 1429141665, 1429141671, 1429141680, 1429141697, 10653480128, 1429141850, 1429141888, 1429141912, 1429141906, 11865683560, 1429418585, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 1429434800, 1429434811, 1430553121, 4833812705, 6329901726, 1430553306, 9184728243, 9184728233, 9184728232]"
Rock Garden - Point 94,30.7530540686647,76.8076121117444,A,4962.5158777340785,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 4833880534, 1429419071, 1430552982, 11846501913, 1430553178, 1430553243, 1430553261, 1430553265, 1430553316, 9184721702, 10277365873, 1430553418, 1430574944, 11865689668, 1430553697, 1430553713, 1430553763, 1430575438, 1430575445, 1430575452, 1430575462, 1430575472, 1430575485, 1430553791, 1430575566]"
Sukhna Lake - Point 95,30.7391483948341,76.822898494471,B,7265.314679487842,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431063461, 1431041637, 10069816469, 10069816468, 10069816463, 10069816462, 10069816461, 10069816460, 1431039862, 4833880519, 4833880520, 1430553200, 1430553261, 1430553265, 1430553248, 1430553190, 1430553163, 1430553154, 1430553050, 9184721694, 1430553020, 1430552995, 1430552975, 4833820106, 1429419069, 4833880542, 1430553029, 1429434800, 1429434811, 1429434797, 11704433746, 1429434767, 1429434666, 4832627025, 1429434588, 1429434468, 1429434436, 1429434496, 11068724167, 1429434526, 1429434602, 1429434707, 1429434531, 1429434486, 1429434453, 6324720893, 1429434409, 1429434402, 1429381261, 1429381283, 1429381255, 1429434755, 1877320808]"
Sector 26 Food Court - Point 96,30.7385905569396,76.8048633838458,A,2828.9214802697406,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 11245169224, 1429418986, 1429419007, 1429419032, 1429419062, 1429419050, 1429419069, 4833880542, 1430553029, 1429434800, 1429434811, 1430553121, 1429434927, 1429434925, 1429434921, 1429434913]"
Sector 22 Market - Point 97,30.7380013445167,76.7845441576177,B,2409.9679932841746,"[1428425984, 1428425968, 1428425952, 1428425901, 1428425898, 1428425891, 1428425872, 1428425869, 1431041313, 1431041329, 1431041307, 1431041027, 1431040948, 1431040913, 9874345721, 1431041373, 1431041344, 1431039905, 1431039530, 1431039495, 4834417226]"
Rose Garden - Point 98,30.752625266833,76.7873630770556,A,4691.223533547664,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 1429418652, 10246163214, 1429418875, 10246163223, 1430552796, 1430552801, 6324548956, 10246163212, 1430552955, 11840580567, 1430552965, 1430552981, 1430552996, 1430553010, 11865970502, 11865970505, 11865970504, 1430553039, 11721812173, 4833880520, 1430553200, 1431040215, 1430553315, 1431040643, 1430553574, 1430553592, 1430553598, 1430553625, 1430553649, 1430553663, 1430553661, 1431156150, 1431156525, 1431156687, 1431156716, 1431156691, 6241143531, 1431156824, 11853796761, 11853817942]"
Rose Garden - Point 99,30.7583924167179,76.7875999020538,A,5327.578718447904,"[1429417889, 1429417907, 1429417931, 1429417950, 1429417964, 1429417992, 1429418129, 1429418135, 1429418157, 1429418188, 1429418203, 1429418223, 1429418248, 11722166003, 11722166000, 1429418618, 1429418623, 1429418652, 10246163214, 1429418875, 10246163223, 1430552796, 1430552801, 6324548956, 10246163212, 1430552955, 11840580567, 1430552965, 1430552981, 1430552996, 1430553010, 11865970502, 11865970505, 11865970504, 1430553039, 11721812173, 4833880520, 1430553200, 1431040215, 1430553315, 1431040643, 1430553574, 1430553592, 1430553598, 1430553625, 1430553649, 1431135619, 1431135637, 1431135641, 1431072845, 1431072850, 1431072871, 1431072893, 1431072904, 1431072898, 1431135648, 1431220098, 1431220224, 1431220258, 1431220345, 1431220442, 1431220538]"
